taxid
2879916
2879917
2879918
2879919
2879920
3105974
3105977
3105978
2782517
2782518
2782520
2782521
2860715
2867332
2867333
2867336
2879914
2879915
3045150
3058099
3058102
3058103
3058104
3058105
3058106
3072923
3072924
3072925
3072927
3072928
3072929
3072930
3105989
3129754
3129755
3146976
3146980
3228905
3369663
94415
542810
1737447
2497429
3405149
94423
401535
930223
930224
1277450
1234220
1277445
1277446
1277448
1277449
95114
146909
747201
747202
747203
747204
747205
1483962
747207
747208
747209
747210
747211
747212
747213
747214
747215
747216
747217
747218
747219
747220
747231
1074251
1127063
1127064
1127065
1155782
1208032
1338038
1338039
1955236
1955237
1955238
1955239
1960915
2035133
2035135
2293837
2293839
2293883
2293884
1127071
1155783
1484015
1484016
1484017
1484018
1484019
1484067
1484068
2421385
3019174
2676258
2856562
2856563
3123119
3139964
3146539
3462650
96733
401524
401564
498591
498592
498593
542776
542789
542794
630704
751984
751985
751986
751987
751988
751989
751990
751991
751993
751995
751997
751998
751999
752000
752001
752002
864049
888286
888294
888297
888298
888299
933634
942152
1035276
1035277
1035278
1089821
1089822
1089823
1089824
1089825
1089826
1089827
1089828
1089829
1089830
1089831
1089832
1201168
1201169
1202557
1202558
1202559
1202560
1208031
1224127
1224128
1224129
1224131
1224132
1224133
1224134
1224135
1233996
1233997
1233998
1233999
1234000
1234001
1234019
1234020
1234021
1234022
1234034
1234035
1234036
1234038
1234039
1234040
1234041
1234042
1234044
1234045
1234046
1234047
1234048
1234219
1234223
1234264
1234410
1234414
752003
1201299
1201300
1201395
1227503
1234226
1234415
1234416
1266628
1266630
1277981
1433278
1433279
1433280
1433281
1433282
1530222
1530223
1530224
1530225
1554513
1554514
1554515
1554516
1554517
1554518
1554519
1554520
1554521
1554522
1554523
1670969
1700831
1700832
1776890
1776891
1776892
1776893
1776894
2022450
2022526
2022528
2022531
2058903
2161635
2282122
2283089
2448438
2448439
2731267
2740750
2823940
2823941
2823942
2823943
2823944
2823945
2823946
2823947
2823948
2823949
2831143
2831144
2916909
2916910
2916911
2931812
2931813
2932343
2932344
2932345
2951073
2956016
2978705
2978706
2978707
2978708
3064039
3119311
3399190
3399191
3399192
3411465
3411466
3411467
3418352
3422569
3447030
3447061
3449332
3456079
3456080
3456995
3459107
1277965
1277966
1277967
1277968
1277969
1277970
1277972
1277973
1277982
1337879
1337880
1354925
1379696
1400514
1400515
1400517
1400518
1433283
1433284
1433286
1433295
1485189
1485190
1485191
1513705
1521599
1521600
1522313
1529685
1530220
1530221
1554506
1554507
1554509
1554510
1554511
1560180
1560181
1560184
1560189
1560190
1560191
1560192
1560193
1628724
1670970
1670971
1699784
1699785
1699786
1699787
1700823
1700829
1776889
1777860
1777861
1806050
1806051
1814890
1814891
1814912
1834482
1839700
1843461
1843462
1843463
1843486
1843487
1849211
1849212
1884596
1884597
1899415
1899416
1913022
1913023
1929965
1929966
1968841
2002800
2002801
2022451
2022452
2022455
2054499
2054500
2069229
2153311
2153312
2173847
2202284
2268560
2282121
2283076
2283078
2283079
2283080
2283081
2283082
2283083
2283084
2283085
2283086
2283087
2283088
2303387
2303388
2303389
2315378
2315379
2315380
2364127
2448436
2448437
2482919
2482920
2494555
2494556
2500539
2500540
2500541
2511837
2516800
2590902
2590903
2653708
2653974
2653975
2675845
2676354
2691033
2691034
2691035
2697052
2709420
2721271
2721768
2721769
2721770
2721773
2721774
2721776
2721780
2723850
2735128
2740818
2742502
2744368
2748876
2748877
2768776
2771555
2777714
2777715
2777716
2778043
2783607
2795769
2795770
2800662
2800663
2800664
2811337
2814444
2823429
2823430
2823431
2823432
2823434
2823435
2823437
2823438
2823439
2823442
2823444
2823455
2823459
2823460
2823461
2823462
2823464
2823467
2832096
2836070
2838396
2848641
2848642
2848643
2848644
2851573
2860476
2860479
2863146
2870636
2871161
2885395
2901258
2914761
2919944
2922736
2925214
2929023
2931404
2931405
2931418
2931419
2931420
2931421
2931779
2931780
2931810
2951163
2956017
2978672
2978673
2978699
2978700
2978701
2978702
2978703
2978704
2978714
2978715
2978716
2978717
2978718
2999224
2999225
2999226
2999227
3017313
3017314
3018377
3020469
3033733
3036221
3037656
3047157
3047158
3062353
3062358
3073750
3077591
3077592
3092755
3127773
3141373
3146252
3146269
3146277
3147952
3147953
3158354
3229012
3236976
3236977
3236978
3236979
3236980
3236981
3240793
3241864
3349762
3367581
3384264
3395398
3402009
3440401
3454155
3459098
185342
185343
185344
185346
185347
185348
185349
185350
185351
185352
185353
185356
2291424
202845
202846
202847
202848
202849
202851
202852
202853
202854
202855
202856
202857
202858
202859
202860
204078
358217
358218
367402
367403
367404
367405
367406
367407
367408
367409
367410
367411
979776
979778
1208027
1208051
1211935
1211936
1211937
1211938
1211944
1211945
1211946
1211947
1960576
1960577
1960661
1960662
367448
2926942
2926943
3040599
143630
347812
454293
454302
460137
460138
460139
460140
460141
460142
460143
460145
460146
460147
460148
1175424
2320205
2320206
2320209
2482771
2482772
2482773
2482774
460144
1031392
1031393
1031394
1112579
1147045
1147046
1147047
1175619
1214501
2793298
2770618
2793295
2819510
2860717
3071457
3156060
3156061
303590
542774
542786
542787
542791
542792
542793
542796
542802
542805
1539983
1539988
2600257
542811
1208057
1303592
1337890
1539989
1539990
1539991
1539992
1539993
1539994
2598668
143618
152585
152586
152587
152588
152592
152591
152593
1960670
2926945
3147329
3380437
3425733
3425734
3425735
130739
202837
401559
502494
1127032
1960663
202838
202842
221547
221548
221549
476462
476463
1207996
1529613
1529671
1529672
1529673
1529674
1529675
1529676
1529678
1537727
1537728
1537738
1537739
1537740
1537743
1537745
1537746
1537747
2211156
476464
2211157
2211158
2211159
2795421
2795422
2795423
2795424
2795425
2986616
2986617
221551
221554
1208016
221556
1277364
1541733
221558
401523
460617
1208019
1208023
1521559
1521560
1521561
1521562
1521563
1521564
1521565
1521566
1521567
1521568
1521569
1521570
1521571
1521572
1521573
1521574
1521575
1521576
1521577
1521578
1521579
1521580
1521581
1521582
1521583
1521584
1521585
1521586
1521587
1521588
1521589
1521590
1521591
1521592
1521593
1521594
1521595
1521596
1521597
1521598
1522363
1522373
1560153
1560154
1560155
1704131
1861666
1879038
1879270
1879271
1879272
1934023
1934026
1934033
1934034
1934035
1938932
1938933
1938934
1938942
1938949
1938950
2041425
2041430
2041431
2041432
2041433
2041434
2041435
2041436
2041437
2041438
2041455
2041456
2041457
2041458
2161684
2161685
2161686
2161687
2161688
2161689
2161690
2161691
2586648
2586649
2586728
2586729
2586730
2586731
2586768
2586769
2596622
2596624
2596626
2596627
2596628
2596629
2599136
2599137
2602408
2606759
2606760
1938948
2041461
2041462
2041463
2041464
2041465
2041466
2041467
2041468
2041469
2041470
2041471
2586732
2839065
2881212
3077468
3077469
3118918
3118919
3118920
3118921
3123111
3123112
3123239
3123240
3123241
2691893
2718612
2718613
2718614
2718615
2725499
2753781
2755342
2755343
2755344
2755355
2755366
2764998
2772274
2772275
2772276
2783996
2798535
2815526
2821447
2829715
2829716
2829717
2838819
2838820
2838821
2838822
2838823
2838892
2838893
2838894
2838896
2838923
2838924
2838925
2838926
2838927
2838928
2838929
2838930
2838931
2838932
2838933
2838934
2912984
2912985
2925826
2925827
2925828
2925829
2940262
2940263
2940264
2944267
2957796
2957797
2957798
2957799
2976478
2976729
2976730
2979288
2989515
2989516
2989517
3037658
3037659
3037660
3037661
3041542
3065812
3082390
3118916
3118917
3123110
3123236
3123237
3123238
3123242
3123243
3123244
3123245
3125761
3143909
3143910
3146142
3400125
3451350
221560
1537749
2231119
2231120
2231121
2231122
2231123
2231124
2231125
2231126
3402743
221562
715310
715311
715312
715313
715314
715315
1127067
1127068
1465723
1472357
1472358
1521601
1522372
1530125
1699536
1916958
2036898
2036899
2036900
2069561
2069562
2069563
2153310
2483475
2483476
2577048
2583747
2583748
2583749
1127072
1472350
1472351
1472352
1472353
1472354
1472355
1472356
1814944
2512249
2583750
2583751
2583752
2583753
2583754
2583755
2583756
2583757
3378242
3378243
3378244
3412009
3412010
3412011
2725495
2725496
2725497
2725498
2771542
2771543
2771568
2778959
2779317
2779318
2796533
2836071
2848637
2897173
2902613
2993321
2993322
3059667
3065719
3142963
3233874
3233875
3385525
3385526
3394985
3446851
3459099
3459100
221565
476508
476509
476511
476512
476513
476515
476516
476518
1164985
476521
476522
1164984
3115438
3147073
3147075
3147076
3147077
3147079
3147081
3147082
3147089
3148420
221572
221576
3082404
3082405
3082406
232285
1208008
1208009
634451
290510
476466
476467
1097441
1851186
1175608
1553457
298113
298114
933638
1538278
343448
357318
402374
402375
402376
402377
402378
402379
402380
402381
402382
402383
402394
454308
543542
1105058
1105060
2053967
2483036
402386
543551
543552
543553
543554
543555
543556
543557
543558
1105059
1105061
1105062
1175623
1697920
2676416
2774476
2830286
3050968
3070639
3070640
3401065
357320
1856576
1856597
3070638
3105987
3105988
3122096
401522
2033029
401528
401537
401539
476507
1472291
401551
930273
930274
1277454
1277456
1277458
1277459
2022112
2022114
2497427
2497428
2022113
3405152
2784007
2940999
401556
2600256
2600260
401563
454306
3147008
3401063
152582
185354
476471
476472
476473
476474
947007
1707955
1874899
1874901
1874902
1874903
2771541
2826832
3049530
3049531
3121286
3146381
3146382
3146383
3146384
3400689
3425838
476477
476478
476479
476480
1735649
1934009
1955067
476519
476520
1175612
2358256
2830285
3401062
3412715
707139
747045
232317
933635
1183243
1127070
2358245
146917
542775
542778
542788
542804
747046
1208036
1303476
2749851
3034135
3148364
1183066
1183067
1433551
1970071
1970072
1970073
1970074
1970075
2684164
2684165
2800651
3406606
1183069
1183070
1183071
1183072
1183244
1208011
3063151
3063152
3063153
3063154
3063160
3063161
930227
542780
542783
542785
542795
3079921
3028118
3148229
1208000
1737448
1737452
2600259
863671
2876812
2651359
2651360
2651361
2651362
2651363
2651364
3036415
2922732
96749
1175317
1175318
1564029
1564030
2860716
3411821
2660756
2660757
1303480
2660755
2660758
1353231
1395654
2796535
3063158
930225
1277447
1434726
2218608
1939663
3147773
3147776
3147784
2974592
58190
130934
130935
58192
58193
130740
130741
130742
130743
130744
130745
130747
130748
130753
130750
130751
178379
178380
178381
2974587
178384
768737
992238
1088135
1124850
1132003
1132004
2202471
424150
424151
424152
424153
1132005
2662395
2974582
2974591
2974593
221573
312724
312725
312726
502498
502499
502500
611290
611291
611292
1607986
1607987
1607988
1607989
611294
611295
933628
933629
1208054
1279368
1279369
1393699
1549419
1549420
1549497
1549498
1549499
1549500
1549501
1607985
1665516
1874739
1898971
1898972
1898973
1898974
1898975
1898976
2060065
2588635
2588636
2588637
1393700
1607991
1755591
2048675
2803982
2661753
2661754
2661755
2661756
3031064
3147209
3147214
3147216
3147217
3147218
3147220
3147223
3147225
3148495
3148496
290508
502506
1208058
298116
502501
1183414
1208091
2020430
2339252
2211182
2936032
3446472
401549
502497
655429
655430
655431
1486707
1486708
1486709
1486710
2020375
2020429
2086605
2832470
502496
1216929
502503
502504
698299
698300
1208068
1621678
1621682
1621683
1904893
2025348
2974580
3078560
3078561
3405528
3147308
3381449
502508
886391
886392
886393
886394
886395
886396
1899216
1899217
2364125
502509
1208092
2783666
2783616
2783617
2783618
2783619
2783620
2783621
2783622
655434
822931
822932
822933
822934
822935
822936
822937
822938
822939
891633
891635
891636
891637
891638
891640
891641
891642
891643
891644
906630
917776
974819
974820
974821
974822
974823
974824
974825
974826
974827
974828
974829
974830
974831
974832
974833
974834
1067979
52169
102173
102174
102175
146914
293957
2038701
2038702
2038703
2795399
53272
58678
2608772
58680
58681
58682
2608853
2608854
2608855
58684
58685
58686
58687
58688
58689
58690
58691
2608857
58693
58694
58695
58696
58697
58698
58699
58700
58701
58702
58703
58704
210817
210818
210819
210820
210821
210822
221577
302463
460614
911508
933630
933631
933632
1292410
1292455
1292457
1292459
1384547
1384548
1384552
1384553
1427978
1427981
2202468
2478845
2608764
2608771
2608773
2608780
2608781
2608859
2608860
2608861
2608862
2608863
2608864
2608865
2608866
2608874
2608875
2608877
2608879
2608886
1427982
1675534
1427979
1427980
2608881
2608882
2797168
71158
462281
1675532
460612
1118228
1208093
1675533
2927048
2927050
104610
341734
460622
460623
460624
460625
460626
462277
462278
462279
462280
911496
911497
911498
911499
911501
911502
911503
911504
911505
911510
1981139
1981149
71166
460613
1234521
2682162
2682163
2745283
341737
341738
341739
341740
933633
1846163
401534
706251
706252
706253
706254
706255
706256
706257
1530260
1530261
706259
706260
1530252
1530253
1530254
1530255
1530256
1530259
1530262
706261
1530263
1670603
2109684
2784009
2827545
2827546
2827547
2827548
2827549
2827550
2827551
2827552
2827553
2827554
2827555
2827556
2654423
2784006
2827544
3076083
3383043
3383044
3383045
456484
456485
456486
3147342
3147343
3147344
3147345
460616
933623
933624
1573460
2033049
2033050
2033052
2033053
2033055
2033057
2033059
2033060
2033061
2033062
2033063
2033064
2033065
2033066
2033067
460621
460629
911506
911507
3115355
3115357
3115447
460631
933639
341736
2704638
2704639
2704640
2704947
449386
449387
449391
1842988
2959572
302466
481883
481884
481885
1880532
2885388
2885389
2885390
2885392
2885393
2885394
2920200
96739
427908
449388
449389
526880
1216930
1322219
1341130
1341131
1400417
1401158
1401159
1401160
1488486
2234022
2234023
99191
2878266
2661903
2661905
2740125
2740126
2792739
2792740
2805089
2930525
3050084
3423916
96741
449390
52172
95110
71025
207578
207579
207580
207582
207583
207584
207585
207586
207587
207588
207589
207590
207591
207592
207593
1654712
1736133
1736134
1736135
1736136
2968955
207561
207569
207571
207572
207573
207574
207575
207576
207577
1538100
207563
207565
207567
207568
587362
2773104
2773105
592670
255174
255176
255180
255183
255172
1883180
288421
288422
288423
630714
1883185
1883187
1165251
1165254
1883182
1883184
1165294
1511747
1511748
1883181
1883186
3067679
95112
207596
439390
439391
439392
439393
439394
453862
460091
460092
460093
460094
633870
633871
1349988
1495446
1582036
1582037
1582039
460090
3366721
3366722
3055809
95120
255188
1165168
1165245
1165246
1165247
1165248
1165249
1809113
2023649
2055187
2055255
2447903
1511764
1780364
1780365
1780366
1780367
1780368
1780369
1780370
1780371
1780372
1780373
1780374
1780375
3019169
3136114
3061934
96724
143484
143537
143552
3061933
95124
3055806
3055807
3055808
95126
630713
1495448
96743
143557
221552
385251
385252
385253
385254
942151
1096139
1107396
1155137
1214526
1214528
2051849
2051850
476465
1096140
2051851
3025751
3025752
3025753
3025754
3027518
3027521
3027522
3027523
3027524
3027525
3027526
3027527
3027528
3027529
3027530
3027531
3027532
3027533
3027534
3027535
3027536
3027537
3027538
3027539
3027540
3027541
3027542
3027564
927625
946299
946300
946301
946302
946303
946304
946305
946306
946307
946308
946309
946310
946311
946312
946313
946314
630705
929770
929771
929772
929773
929774
929775
929776
929777
929778
929779
1237115
1237116
3055804
3146191
3146194
311551
385262
385263
385264
385265
453858
453861
453864
460095
460096
460097
1165297
1216471
460098
460099
460100
2799001
2933362
3148318
946317
946319
946320
946321
946322
946323
946324
946325
1463166
946326
1096130
1096131
1096132
1096133
1096134
1096135
1096136
1096137
1096138
946239
946241
946242
1165299
2832142
946243
946330
1165302
3082130
630712
679170
1155136
1165250
1336434
3115412
3115432
3115433
3115434
3115435
3115436
1385382
946233
946232
946231
2779608
296129
1463604
143538
1479063
143539
143540
1836940
3055803
3148996
71021
89468
522452
522453
522454
522469
522470
1424206
1017099
1017100
255190
1017103
630710
630711
1017096
1017097
1017098
1017101
3022845
3147094
136856
221574
1017105
1017106
2480862
567527
1208041
1208056
8539
8542
94421
3235074
3235075
264485
270507
270508
270509
480617
480618
480619
480620
480621
480622
480623
480624
480625
480627
480616
482175
948750
948751
1336030
2742719
2984885
2962702
8544
8545
8546
8547
150057
187584
187585
270500
270501
270502
270503
270504
948753
948755
270505
270506
488636
488637
185476
356622
1190690
1806458
1873453
155311
766173
881926
1496371
1497684
1497688
1620415
1620416
1620417
96735
96750
1231979
1231980
1232068
1261503
1261504
96720
96722
217858
217859
217860
217861
217862
217863
217864
217865
217866
2485225
2485226
2485227
217869
356601
1162502
1162504
1162505
1162506
1162552
1434777
1545750
1749066
217880
217882
217890
217891
217892
3465886
3465887
3465888
3148088
246190
96427
96428
96430
96434
2571032
2571033
111180
111183
155310
155313
155315
185474
185477
217874
217877
217878
217879
323738
111288
355655
355656
356588
356589
356595
356596
356597
356598
356599
356600
360643
422204
727903
754019
2570925
864585
864687
864688
161956
864819
1112858
1175489
1175490
1198196
1198197
1273104
1273105
1273106
1273113
1273114
1273126
1810144
1860158
1874830
1874831
1895682
1895683
2014609
2069482
2069483
2069484
2069485
2069486
2069487
2069488
2510084
2510085
2570600
2570601
2570602
2570915
2570916
2570918
2570920
2570921
2570922
2570923
2570924
2571020
2571028
2571031
323741
754022
1175622
1273116
2926946
3111496
3111499
3111500
3393863
2658588
2714342
2744345
2860714
3111471
3111497
3111498
3111501
3111502
3111503
3111504
3148712
149019
149020
161961
889816
161960
161962
161963
161964
161965
1070448
1191120
2903329
3108811
3108813
3445356
111170
370317
1190646
1190648
1190649
1190650
1190652
1190653
1190655
1190687
1190688
1190689
3095121
3108808
3108809
3108810
155309
1190695
1206902
1206903
1206904
1206905
2705314
2705315
2705316
2705317
2705318
3148356
3148357
1206298
520136
1206901
356585
520134
526557
127584
127585
127583
185479
356582
356583
185480
185481
214936
1496368
1543336
217870
754018
754021
2038681
2038682
2038683
1895686
1545751
38243
38244
38245
46336
46337
127903
127904
220763
230623
394128
573228
979834
999327
999328
1175178
1175179
1175180
1898753
1898754
1898755
2065371
2358215
2358218
2358220
2358230
2358231
2358232
2358236
2358237
2358238
2358239
2358240
2575821
3023717
2928192
2928193
3146429
3146448
71013
246183
3081141
283347
283348
1423353
1884880
2608366
2867938
2867967
2870871
3145186
3145187
3147705
3147706
3147707
3147708
3147709
3147710
3233353
96729
103656
124102
124103
124105
124106
124107
124108
124109
124110
124114
124115
124116
124117
124118
124119
124120
124121
124122
583260
669920
669925
1075789
1075790
1075791
1075792
1075793
1261501
1306862
1306870
1306872
1857314
2358243
221265
1075796
1857312
2769360
3148956
3148957
3148958
3148959
3148960
3148965
172933
220764
99193
105718
260890
316451
763531
1175183
1175184
1175185
2153367
2153368
2153369
2773377
2843288
2843320
2843326
3411763
105716
105722
105726
105727
105728
105729
105730
105731
105732
105733
105734
105736
105738
105739
105740
105741
105742
105743
105994
105995
394186
421930
421931
427909
448381
448382
462753
538569
563916
993025
993026
1175196
1175208
1175210
1175211
1209965
1389230
1389231
2174974
2601261
2601264
2601265
106851
538570
538572
2861864
2908265
3065716
124101
124112
124113
124123
124124
124125
260893
273485
273486
273487
583259
1075795
1857313
1857316
1857317
1857319
3386237
337512
337517
2577086
245598
245599
316436
337514
337575
337577
394127
1175175
1175176
2577107
2577108
1261502
337513
337576
1560513
1678249
2058948
2358266
2358267
2358268
2509227
2509228
2509229
2509230
2509231
2509232
2509233
2509234
2509235
2509236
2509237
2509238
2509239
2577088
2577089
2577090
2577091
2577092
2577093
2577095
2577096
2577097
2577100
2577101
2577102
2577103
2577104
2577105
2577106
2577110
2358265
2795373
2843329
3146203
220767
394145
394146
394147
394148
2593551
2593552
394150
394151
223249
394165
394166
394167
394168
394169
243801
243802
1175187
2843321
2843328
475989
475990
245620
245621
245622
245625
3148230
245629
245630
245632
245633
245634
245636
1431696
1809768
1809769
245635
245637
246380
246381
246382
1810326
245647
245652
245653
245654
475987
475988
1809770
1809771
1810310
1810311
1810312
1810313
1810314
1810315
1810316
1810317
1810318
1810319
1810320
1810321
1810322
2056782
2510021
2650038
2650039
2689613
3102984
3148466
3152198
3152199
260892
297520
297521
297522
297523
297524
297525
297526
297527
297528
297529
1427744
2843289
2843327
316449
394114
394115
394116
394117
394118
394119
394120
394121
394122
394123
394124
1163652
1277963
2051852
2051886
394179
1163651
1277964
394130
394132
394138
394184
394143
394144
1443042
1472346
1472347
1472348
394180
394181
2051853
394153
394154
394155
394156
394157
394159
394160
394161
394185
1277974
1277980
2051854
1277975
2051855
394163
394164
394171
394172
1277976
1277977
1277978
1277979
394174
394176
394177
394178
394183
2051858
394860
394862
1041601
1175213
1175182
394158
124104
124111
583261
1708533
1384677
394126
3418347
1544370
2202206
3146187
3146188
1778578
2065398
2855622
2855626
2855627
2855628
2855629
1857322
2843322
2843323
2448457
2051885
3148027
394137
394135
394139
2051857
245648
316444
316445
1041588
1175188
1175189
1175190
2843325
316450
2593634
2593635
2593637
71017
2855676
2855678
2855679
2855680
2855681
2855682
2878434
3148456
2855677
1545018
2878438
304403
304407
304402
304405
304406
156903
357122
357125
357132
357159
357123
357124
2419784
980950
980951
980952
980953
980954
980955
980956
980957
980958
1225890
1225891
1226083
2766973
2912980
2912981
2912982
3070772
156907
156908
230641
980947
980948
946267
1004771
1778579
500825
500826
500827
500828
2059310
245614
2059311
3146495
63294
500821
500822
63340
500817
500818
500819
2755325
63342
500815
500816
500811
500812
227093
500808
500809
500810
500792
500793
500795
500796
500798
500799
500800
500801
500802
500804
500806
500813
500814
500820
500823
143644
2974584
96432
156905
230634
230635
230636
230637
622174
1085936
1085937
3148600
3148601
3148604
105720
316440
316443
143640
1632287
1926518
2761125
1545875
1632295
1632296
249519
665585
3463982
3463983
500836
500834
500835
500829
500831
500832
500833
249446
249448
249458
249533
257062
665580
665581
665582
1175607
1926512
1926513
1926514
161937
161942
161948
230843
629770
211869
1041589
3026965
230622
245615
293411
293412
1680136
1745210
230627
363291
363292
363293
230629
2926977
2498837
230631
3026969
3147381
245597
979821
316460
946245
979807
979811
979810
979812
979813
979815
979816
979822
979823
979824
979825
979827
979828
979829
979830
979831
979833
1001967
1001968
1001972
1132838
1132839
1132840
1132841
1191203
1191204
1191205
2219992
2219993
2219994
979842
979843
2219995
2219996
2800652
2828496
245646
463565
245674
246187
249504
249505
249506
665120
665127
665128
665569
983665
1175315
1737460
1737461
249509
665584
1175618
3465983
3070643
249513
2973794
3147283
273653
3148084
273658
464978
1778577
2233860
2866071
293414
316461
946265
1424401
1424402
1513462
1513463
1513464
1513465
316453
2597157
341448
341449
391659
463512
946251
463514
463515
713107
463518
463520
414966
2184577
2184578
2184579
2184580
463522
463523
245606
245607
245608
463525
463526
463527
463528
463529
463530
979720
2420350
946257
463534
463535
463537
463539
463540
463542
463543
463544
245612
3400176
463546
463547
463548
463549
463550
946249
946252
946255
946258
1054201
1406953
1983462
2175000
2420349
2420351
2420352
2420353
2878418
3148508
249449
665122
665123
665125
1073973
249453
1073974
1073975
1181322
1930678
665583
1175617
1232260
1926517
2973554
2830266
2973551
2973555
2973556
3070641
1540811
1543979
3148426
3147375
3147376
1545804
1545874
143652
143661
946262
1175493
2973553
249440
249445
249452
665116
665117
2973544
2973545
2973546
2973547
2973792
249442
249444
249447
249454
249493
257063
1144735
1175224
1407669
2973552
1540149
66058
66059
220786
470322
470323
470324
470325
470326
470327
470328
470329
470330
470332
470333
