taxid,status
444140,Least Concern
74116,Least Concern
119969,Least Concern
284696,Least Concern
2099944,Least Concern
284692,Least Concern
762759,Least Concern
1725216,Data Deficient
2983620,Least Concern
1725217,Data Deficient
2983622,Least Concern
2099945,Data Deficient
2563007,Least Concern
471128,Least Concern
471129,Least Concern
471130,Least Concern
2590915,Least Concern
1212709,Data Deficient
2590907,Data Deficient
2202320,Least Concern
2590908,Least Concern
699581,Least Concern
2590909,Critically Endangered
1378243,Least Concern
2590910,Least Concern
2590906,Least Concern
2590912,Endangered
1260303,Least Concern
2202323,Least Concern
2202324,Least Concern
1378242,Data Deficient
2202325,Least Concern
2994168,Data Deficient
1378244,Data Deficient
2202389,Least Concern
2202390,Least Concern
2590916,Vulnerable
1212710,Data Deficient
1212711,Least Concern
2590914,Data Deficient
2202391,Least Concern
2590913,Data Deficient
2590911,Data Deficient
2202392,Least Concern
3026530,Data Deficient
1212712,Data Deficient
2563740,Least Concern
2202393,Least Concern
2067674,Vulnerable
10177,Least Concern
307064,Least Concern
307069,Least Concern
265634,Least Concern
307065,Least Concern
307066,Least Concern
307067,Least Concern
589962,Vulnerable
307068,Least Concern
288038,Least Concern
307070,Least Concern
288029,Least Concern
48882,Vulnerable
87173,Least Concern
48883,Least Concern
48884,Least Concern
1553461,Critically Endangered
48885,Least Concern
87175,Least Concern
48886,Least Concern
1560196,Vulnerable
460213,Least Concern
2691115,Least Concern
2068781,Near Threatened
2068782,Critically Endangered
56920,Critically Endangered
256682,Least Concern
394949,Least Concern
394954,Least Concern
256685,Least Concern
553156,Least Concern
696552,Data Deficient
696551,Least Concern
290333,Least Concern
696555,Least Concern
696561,Data Deficient
696557,Data Deficient
646149,Least Concern
256684,Data Deficient
1006549,Least Concern
696558,Data Deficient
646150,Least Concern
1006548,Least Concern
646151,Least Concern
696556,Data Deficient
646152,Least Concern
646153,Endangered
702740,Data Deficient
511328,Least Concern
646155,Data Deficient
646156,Least Concern
646157,Vulnerable
394953,Near Threatened
696560,Least Concern
696553,Vulnerable
646158,Least Concern
256686,Least Concern
256681,Vulnerable
1035378,Least Concern
696559,Vulnerable
553158,Data Deficient
696554,Vulnerable
256683,Data Deficient
646159,Near Threatened
696562,Least Concern
158054,Least Concern
355625,Vulnerable
355626,Near Threatened
182909,Least Concern
355627,Least Concern
245564,Least Concern
355628,Least Concern
355629,Least Concern
355630,Least Concern
231569,Vulnerable
142474,Least Concern
135433,Least Concern
71168,Data Deficient
997832,Least Concern
2953399,Vulnerable
1471290,Least Concern
2953400,Endangered
115651,Least Concern
2953401,Least Concern
977920,Endangered
700765,Least Concern
187123,Near Threatened
869458,Least Concern
260995,Least Concern
2819878,Vulnerable
29111,Least Concern
334984,Least Concern
1522386,Least Concern
930246,Least Concern
1463046,Least Concern
1463047,Near Threatened
1463048,Least Concern
323775,Least Concern
1676868,Least Concern
321744,Vulnerable
143523,Least Concern
980088,Endangered
424450,Endangered
321740,Near Threatened
143433,Least Concern
161779,Vulnerable
143434,Endangered
321741,Near Threatened
410586,Endangered
321742,Vulnerable
143524,Least Concern
1229748,Endangered
127651,Vulnerable
258857,Endangered
321747,Near Threatened
161782,Least Concern
143436,Least Concern
647564,Critically Endangered
161778,Least Concern
321758,Least Concern
321751,Least Concern
161781,Least Concern
2922854,Endangered
127653,Least Concern
352387,Vulnerable
1070686,Vulnerable
321748,Vulnerable
410585,Vulnerable
252275,Least Concern
321749,Vulnerable
252274,Vulnerable
647551,Vulnerable
161780,Vulnerable
410587,Endangered
161783,Least Concern
410588,Least Concern
1229749,Least Concern
321750,Endangered
169032,Endangered
1312547,Near Threatened
2696767,Near Threatened
1368244,Critically Endangered
54661,Critically Endangered
54665,Critically Endangered
28964,Critically Endangered
54666,Endangered
223485,Least Concern
223773,Least Concern
2869447,Least Concern
321128,Least Concern
192597,Least Concern
410298,Least Concern
2135276,Least Concern
410299,Least Concern
410300,Least Concern
2819585,Least Concern
410301,Least Concern
410302,Least Concern
410305,Least Concern
1041113,Least Concern
410303,Least Concern
410306,Least Concern
186476,Least Concern
186477,Least Concern
186478,Least Concern
49440,Least Concern
1564266,Least Concern
745064,Least Concern
41199,Least Concern
1545439,Least Concern
723804,Least Concern
1564267,Least Concern
298880,Least Concern
52284,Least Concern
1131342,Endangered
856705,Data Deficient
2792017,Least Concern
1421425,Data Deficient
298881,Least Concern
39472,Least Concern
1100085,Data Deficient
522528,Least Concern
1194295,Least Concern
3016535,Least Concern
298882,Least Concern
1421426,Least Concern
856707,Least Concern
856706,Least Concern
2806823,Least Concern
2705804,Least Concern
100821,Vulnerable
100822,Endangered
446182,Near Threatened
312387,Least Concern
435274,Least Concern
332416,Least Concern
274467,Least Concern
1538036,Data Deficient
435152,Least Concern
624848,Least Concern
435153,Least Concern
463597,Least Concern
1750988,Least Concern
1647156,Least Concern
310520,Least Concern
76654,Least Concern
2218520,Least Concern
2218521,Least Concern
310521,Endangered
759973,Data Deficient
1278935,Critically Endangered
219631,Least Concern
1444771,Least Concern
174278,Least Concern
1444773,Least Concern
219630,Least Concern
143504,Least Concern
219623,Least Concern
126622,Least Concern
438410,Vulnerable
1389957,Least Concern
1158118,Least Concern
266332,Least Concern
1930951,Least Concern
1158117,Least Concern
117203,Least Concern
874461,Least Concern
1158116,Least Concern
1930952,Extinct
722652,Least Concern
722653,Least Concern
1158115,Least Concern
117495,Least Concern
117496,Least Concern
722654,Least Concern
1158112,Least Concern
1158114,Least Concern
1158113,Least Concern
2061030,Endangered
795417,Near Threatened
171314,Least Concern
344769,Endangered
240631,Least Concern
148892,Least Concern
2071473,Near Threatened
148897,Least Concern
54939,Least Concern
488250,Data Deficient
488252,Endangered
2499170,Vulnerable
1742416,Near Threatened
2726525,Least Concern
57801,Least Concern
57802,Least Concern
57803,Least Concern
1104390,Least Concern
766205,Least Concern
1738865,Least Concern
1738864,Least Concern
1311443,Least Concern
2696600,Least Concern
242958,Data Deficient
273759,Vulnerable
381490,Critically Endangered
1418986,Endangered
2678699,Critically Endangered
1735272,Critically Endangered
1735271,Least Concern
172116,Least Concern
172117,Least Concern
1227990,Endangered
508972,Endangered
1085438,Near Threatened
71750,Least Concern
1276899,Data Deficient
71751,Least Concern
71752,Data Deficient
181613,Critically Endangered
67541,Endangered
71753,Vulnerable
170859,Critically Endangered
1276901,Near Threatened
1276902,Endangered
1276903,Least Concern
1276904,Endangered
703242,Near Threatened
71754,Vulnerable
71755,Vulnerable
71756,Least Concern
1276905,Data Deficient
1276906,Vulnerable
71757,Vulnerable
1276907,Endangered
1616046,Vulnerable
1616047,Vulnerable
162776,Least Concern
1971667,Vulnerable
1317844,Least Concern
162777,Least Concern
162873,Least Concern
1971668,Least Concern
1616051,Least Concern
1616052,Vulnerable
1616053,Vulnerable
509003,Vulnerable
1616055,Near Threatened
1971669,Endangered
1616048,Least Concern
1616056,Endangered
1616057,Critically Endangered
162778,Least Concern
162779,Least Concern
1971670,Least Concern
1616058,Vulnerable
1971671,Vulnerable
1616059,Vulnerable
1616060,Least Concern
1882401,Least Concern
1616061,Endangered
1616062,Least Concern
521029,Least Concern
1181893,Least Concern
721933,Least Concern
390335,Least Concern
879822,Least Concern
1971672,Vulnerable
2806824,Least Concern
2708842,Least Concern
162781,Least Concern
2006552,Least Concern
8222,Least Concern
79683,Vulnerable
1117651,Vulnerable
7801,Vulnerable
3311,Endangered
188325,Least Concern
203313,Least Concern
208333,Endangered
208334,Endangered
417472,Least Concern
585964,Least Concern
585968,Least Concern
55106,Least Concern
585900,Least Concern
585969,Least Concern
214657,Least Concern
1260381,Least Concern
1184756,Least Concern
63060,Least Concern
316741,Least Concern
689745,Near Threatened
1095382,Least Concern
316917,Vulnerable
940704,Endangered
1132007,Least Concern
1366288,Least Concern
292517,Near Threatened
1007777,Near Threatened
1007786,Least Concern
1007808,Least Concern
1533086,Data Deficient
1007819,Vulnerable
1007847,Least Concern
240395,Least Concern
167932,Endangered
8410,Least Concern
1955694,Endangered
121168,Least Concern
2109621,Endangered
930324,Endangered
756480,Least Concern
1367695,Least Concern
1367694,Least Concern
221263,Least Concern
405186,Least Concern
405187,Least Concern
221264,Least Concern
405189,Least Concern
405190,Least Concern
1353946,Least Concern
405192,Least Concern
405193,Least Concern
2023059,Vulnerable
1977146,Least Concern
425636,Least Concern
670345,Near Threatened
227235,Least Concern
43316,Least Concern
278783,Data Deficient
1002783,Near Threatened
126879,Least Concern
78217,Least Concern
1463977,Least Concern
126806,Least Concern
126805,Least Concern
543873,Least Concern
111812,Least Concern
126855,Least Concern
126883,Least Concern
126808,Least Concern
57417,Least Concern
2781061,Least Concern
121724,Least Concern
69937,Least Concern
126880,Least Concern
1463978,Least Concern
531388,Least Concern
126856,Least Concern
126882,Least Concern
472812,Least Concern
2744929,Vulnerable
190457,Least Concern
45482,Least Concern
64683,Least Concern
2093328,Least Concern
909367,Least Concern
177182,Least Concern
2093330,Data Deficient
909368,Data Deficient
2093331,Data Deficient
258909,Least Concern
2448840,Least Concern
909369,Least Concern
2744207,Least Concern
2820645,Extinct
417950,Critically Endangered
1281648,Critically Endangered
1455700,Critically Endangered
1455677,Critically Endangered
1072483,Critically Endangered
337882,Critically Endangered
128304,Least Concern
672819,Data Deficient
66088,Least Concern
66093,Least Concern
66094,Least Concern
66095,Endangered
66096,Least Concern
54874,Least Concern
556973,Least Concern
1156028,Least Concern
169249,Least Concern
764175,Least Concern
979635,Endangered
1400045,Vulnerable
1400026,Vulnerable
167662,Least Concern
54749,Critically Endangered
167663,Least Concern
42715,Least Concern
55147,Least Concern
41261,Least Concern
1699682,Least Concern
526818,Least Concern
138135,Endangered
240622,Least Concern
240618,Near Threatened
138136,Vulnerable
138137,Least Concern
138140,Near Threatened
215656,Least Concern
138141,Least Concern
138142,Least Concern
251491,Endangered
251493,Least Concern
138146,Data Deficient
240626,Vulnerable
138147,Near Threatened
138148,Least Concern
138149,Least Concern
240616,Least Concern
251494,Least Concern
138150,Endangered
240612,Least Concern
138151,Endangered
2720586,Least Concern
2829377,Data Deficient
138155,Least Concern
240614,Least Concern
138559,Endangered
2829380,Least Concern
240624,Least Concern
138157,Data Deficient
138158,Least Concern
110702,Least Concern
138162,Least Concern
240615,Least Concern
240617,Endangered
251498,Least Concern
240620,Least Concern
251500,Least Concern
199649,Vulnerable
240613,Least Concern
139334,Vulnerable
2829384,Least Concern
188508,Vulnerable
240630,Near Threatened
199650,Data Deficient
138164,Least Concern
240611,Least Concern
38241,Least Concern
9731,Least Concern
1612505,Endangered
1689807,Endangered
2078960,Critically Endangered
85157,Least Concern
2078969,Vulnerable
2078971,Vulnerable
1286154,Critically Endangered
1286155,Vulnerable
1085439,Least Concern
2990825,Near Threatened
271521,Least Concern
2583285,Critically Endangered
798486,Least Concern
1679381,Endangered
287981,Least Concern
798488,Least Concern
1383072,Data Deficient
1383093,Least Concern
1085440,Least Concern
271531,Least Concern
1383091,Endangered
1384176,Least Concern
1384183,Near Threatened
271533,Least Concern
798490,Least Concern
2901873,Least Concern
271535,Least Concern
288726,Endangered
1091132,Near Threatened
459899,Least Concern
459900,Least Concern
1381592,Endangered
2790455,Least Concern
2790469,Data Deficient
2790470,Least Concern
41220,Least Concern
638236,Least Concern
2943260,Least Concern
2943262,Least Concern
2070378,Vulnerable
2943263,Least Concern
2943264,Least Concern
63805,Least Concern
1230365,Least Concern
443695,Least Concern
2813402,Endangered
508008,Least Concern
990588,Least Concern
150298,Least Concern
1238289,Least Concern
2813403,Least Concern
2813404,Least Concern
1642131,Near Threatened
205127,Least Concern
2768280,Least Concern
990219,Near Threatened
2813405,Least Concern
2813406,Least Concern
764832,Least Concern
2813407,Near Threatened
2874590,Data Deficient
2813408,Least Concern
1250781,Critically Endangered
32458,Endangered
1250782,Least Concern
1250783,Least Concern
1250784,Endangered
1250785,Least Concern
1250786,Vulnerable
120856,Vulnerable
1250788,Critically Endangered
177159,Least Concern
177160,Least Concern
177161,Least Concern
177162,Least Concern
27638,Least Concern
176041,Least Concern
503988,Least Concern
284149,Least Concern
318105,Least Concern
242054,Least Concern
8714,Least Concern
2875555,Least Concern
44732,Least Concern
103940,Data Deficient
1633188,Data Deficient
88083,Vulnerable
103939,Least Concern
1170829,Least Concern
35671,Least Concern
2708878,Vulnerable
2800757,Endangered
1504435,Near Threatened
173685,Near Threatened
1592047,Vulnerable
289710,Least Concern
1550210,Least Concern
37676,Least Concern
388677,Least Concern
254778,Least Concern
79847,Least Concern
388679,Least Concern
388680,Least Concern
388681,Least Concern
376121,Least Concern
388682,Least Concern
1262107,Least Concern
2071930,Least Concern
388684,Least Concern
37677,Least Concern
266358,Least Concern
48924,Least Concern
45691,Least Concern
159042,Vulnerable
159043,Critically Endangered
1224767,Least Concern
1489662,Least Concern
159045,Least Concern
159048,Least Concern
76967,Least Concern
68544,Least Concern
316689,Least Concern
49827,Least Concern
47080,Least Concern
93769,Least Concern
1237591,Least Concern
1213683,Critically Endangered
496093,Vulnerable
571825,Vulnerable
1747794,Vulnerable
2730668,Least Concern
310869,Near Threatened
1899508,Least Concern
324462,Least Concern
148064,Least Concern
409029,Least Concern
135974,Least Concern
226551,Data Deficient
335392,Endangered
335393,Critically Endangered
490372,Near Threatened
238840,Data Deficient
195612,Least Concern
1156469,Least Concern
1089411,Vulnerable
2910014,Least Concern
2845811,Least Concern
1414495,Least Concern
356143,Least Concern
885629,Near Threatened
885630,Vulnerable
885631,Endangered
885632,Vulnerable
175778,Least Concern
2135404,Least Concern
1750755,Least Concern
28978,Critically Endangered
2938934,Least Concern
386078,Least Concern
386079,Least Concern
519551,Data Deficient
386080,Data Deficient
386081,Least Concern
199216,Least Concern
1390391,Data Deficient
571934,Endangered
386083,Least Concern
2938935,Vulnerable
175780,Least Concern
386084,Least Concern
519550,Least Concern
1459828,Data Deficient
602008,Least Concern
1107537,Data Deficient
2419766,Least Concern
2715506,Critically Endangered
2817669,Data Deficient
386085,Least Concern
386086,Least Concern
1218003,Least Concern
1107540,Least Concern
386088,Least Concern
1504025,Vulnerable
602009,Least Concern
386090,Least Concern
386091,Data Deficient
386092,Data Deficient
1483517,Least Concern
2938936,Least Concern
386093,Least Concern
386094,Least Concern
981613,Endangered
1107541,Data Deficient
386096,Vulnerable
1907128,Data Deficient
386097,Least Concern
278780,Data Deficient
2938937,Near Threatened
386098,Near Threatened
386099,Least Concern
1982132,Vulnerable
231675,Least Concern
571935,Least Concern
201509,Least Concern
1486856,Least Concern
201510,Vulnerable
715754,Least Concern
1085441,Least Concern
548838,Least Concern
1754128,Least Concern
1755145,Least Concern
326724,Least Concern
42533,Least Concern
143505,Least Concern
32498,Least Concern
490323,Least Concern
135316,Least Concern
194857,Least Concern
166748,Least Concern
229618,Least Concern
2768281,Least Concern
151728,Least Concern
1676896,Least Concern
2303993,Least Concern
42645,Least Concern
1232742,Least Concern
1003734,Least Concern
2587256,Least Concern
267672,Least Concern
2578284,Least Concern
1454927,Least Concern
391203,Least Concern
2793089,Least Concern
3063805,Least Concern
2578285,Least Concern
435243,Endangered
2975596,Least Concern
328528,Least Concern
1663197,Data Deficient
2969776,Data Deficient
242779,Vulnerable
44929,Near Threatened
1651115,Near Threatened
1651116,Least Concern
1886644,Data Deficient
174662,Least Concern
225589,Least Concern
225595,Near Threatened
1886645,Least Concern
1886646,Data Deficient
1962480,Vulnerable
3382,Least Concern
225596,Least Concern
1886647,Data Deficient
225590,Least Concern
225591,Least Concern
225592,Least Concern
262102,Least Concern
29812,Least Concern
288818,Near Threatened
225593,Least Concern
3381,Least Concern
225594,Near Threatened
45078,Least Concern
226935,Least Concern
33153,Least Concern
1886610,Least Concern
242780,Least Concern
1643309,Least Concern
242781,Least Concern
3383,Least Concern
45079,Least Concern
359965,Endangered
359967,Vulnerable
359965,Least Concern
280518,Vulnerable
280519,Vulnerable
84803,Least Concern
1207086,Endangered
1986046,Least Concern
441365,Least Concern
1986047,Data Deficient
1986048,Least Concern
2877410,Vulnerable
2877411,Data Deficient
1986050,Vulnerable
2877412,Data Deficient
1986051,Least Concern
879493,Least Concern
1986053,Least Concern
1986054,Least Concern
1500692,Least Concern
1483028,Data Deficient
482887,Least Concern
933931,Least Concern
482888,Least Concern
482873,Least Concern
328536,Least Concern
1483029,Vulnerable
27704,Least Concern
1483030,Critically Endangered
1483031,Critically Endangered
1824530,Least Concern
482874,Critically Endangered
1483032,Endangered
1483033,Vulnerable
482875,Vulnerable
1824531,Least Concern
1483034,Least Concern
329114,Least Concern
1483035,Endangered
1483036,Vulnerable
482876,Least Concern
1483037,Least Concern
482877,Vulnerable
2570538,Least Concern
1824533,Least Concern
482878,Endangered
585235,Least Concern
482886,Least Concern
3015513,Data Deficient
181618,Data Deficient
1050842,Least Concern
2962611,Data Deficient
302984,Endangered
665414,Near Threatened
2566711,Least Concern
2566712,Least Concern
2566713,Least Concern
449652,Near Threatened
2586031,Vulnerable
595622,Data Deficient
449653,Vulnerable
1346606,Least Concern
264368,Near Threatened
459505,Near Threatened
459506,Least Concern
264365,Vulnerable
595623,Least Concern
1647157,Least Concern
151729,Least Concern
595621,Least Concern
1642129,Data Deficient
1348141,Least Concern
459507,Least Concern
1146969,Least Concern
459508,Least Concern
595620,Vulnerable
459509,Least Concern
1348142,Data Deficient
1046121,Least Concern
1365551,Least Concern
432079,Least Concern
150301,Least Concern
432095,Least Concern
300741,Least Concern
226931,Least Concern
308081,Least Concern
587583,Least Concern
86237,Vulnerable
587584,Near Threatened
308076,Least Concern
308072,Least Concern
1366228,Data Deficient
1365552,Least Concern
721864,Least Concern
2861192,Least Concern
150303,Data Deficient
1365555,Data Deficient
943675,Data Deficient
1739615,Data Deficient
203314,Least Concern
317254,Least Concern
203315,Least Concern
1739617,Least Concern
203307,Vulnerable
203308,Endangered
1739619,Least Concern
203309,Data Deficient
203310,Least Concern
203311,Least Concern
1739623,Least Concern
203281,Endangered
1365557,Least Concern
1762060,Least Concern
85415,Least Concern
85416,Least Concern
643696,Least Concern
441897,Least Concern
292051,Least Concern
1762061,Least Concern
579944,Least Concern
1762062,Least Concern
85417,Least Concern
85428,Least Concern
85418,Least Concern
1981645,Least Concern
1762063,Vulnerable
673855,Least Concern
203316,Least Concern
257540,Least Concern
203318,Critically Endangered
1365558,Least Concern
2675861,Least Concern
1759337,Critically Endangered
130258,Least Concern
1542347,Least Concern
96614,Data Deficient
429669,Least Concern
2321283,Least Concern
2704195,Least Concern
1507462,Near Threatened
82406,Least Concern
70013,Endangered
2593173,Data Deficient
385296,Least Concern
1537749,Least Concern
2231119,Least Concern
2231121,Least Concern
2231122,Least Concern
2231123,Least Concern
2231124,Least Concern
221560,Least Concern
2231125,Least Concern
2231126,Least Concern
2231120,Least Concern
390447,Data Deficient
1507464,Near Threatened
376637,Least Concern
121585,Least Concern
590257,Least Concern
585874,Endangered
666083,Least Concern
63806,Endangered
507855,Least Concern
1382100,Least Concern
124965,Endangered
883581,Least Concern
1679345,Least Concern
1904507,Least Concern
1389463,Least Concern
5393,Least Concern
283674,Least Concern
196116,Data Deficient
132918,Least Concern
186657,Least Concern
186658,Least Concern
2024692,Vulnerable
1904571,Least Concern
1904572,Least Concern
140917,Least Concern
2528984,Least Concern
558807,Data Deficient
672797,Least Concern
239037,Least Concern
8249,Least Concern
2730644,Vulnerable
1904492,Least Concern
126240,Least Concern
1904493,Least Concern
1904494,Least Concern
1904495,Least Concern
1904496,Least Concern
1904497,Least Concern
1904498,Least Concern
1904499,Least Concern
1904501,Least Concern
1904502,Least Concern
104221,Least Concern
2810022,Least Concern
126167,Near Threatened
2810023,Data Deficient
2810024,Vulnerable
507823,Least Concern
2762889,Least Concern
1525740,Least Concern
126241,Least Concern
460622,Least Concern
911496,Least Concern
460623,Least Concern
911497,Least Concern
911510,Vulnerable
460624,Least Concern
462277,Least Concern
462278,Least Concern
460625,Critically Endangered
462279,Least Concern
911498,Least Concern
460626,Least Concern
341734,Least Concern
911499,Critically Endangered
1981139,Data Deficient
462280,Least Concern
911501,Least Concern
911502,Endangered
2682162,Least Concern
911503,Endangered
911504,Least Concern
911505,Least Concern
104610,Least Concern
179686,Least Concern
93049,Least Concern
309582,Data Deficient
1703756,Least Concern
309583,Least Concern
2984570,Least Concern
152881,Least Concern
283054,Least Concern
61712,Least Concern
94907,Least Concern
93047,Least Concern
309590,Least Concern
309592,Least Concern
61755,Least Concern
309596,Least Concern
2718910,Least Concern
940720,Data Deficient
78623,Vulnerable
78628,Endangered
125125,Least Concern
556975,Least Concern
1161046,Vulnerable
1161047,Least Concern
496629,Least Concern
230843,Critically Endangered
629770,Extinct
161948,Endangered
2419768,Least Concern
498488,Least Concern
249004,Near Threatened
1540024,Near Threatened
242763,Least Concern
465062,Least Concern
1540025,Near Threatened
473312,Least Concern
123344,Least Concern
55839,Vulnerable
2895348,Near Threatened
378859,Least Concern
366447,Near Threatened
292901,Least Concern
2259167,Least Concern
1159286,Least Concern
1550407,Least Concern
1455036,Vulnerable
1455037,Vulnerable
1455039,Least Concern
541198,Near Threatened
351727,Least Concern
1232264,Near Threatened
2747898,Near Threatened
1455041,Least Concern
1232266,Least Concern
1176641,Vulnerable
1826299,Least Concern
1455042,Least Concern
46723,Near Threatened
2672160,Least Concern
75301,Least Concern
162783,Least Concern
1085442,Near Threatened
1602038,Vulnerable
1602039,Least Concern
1602040,Vulnerable
1602041,Least Concern
497606,Endangered
1602043,Endangered
261086,Least Concern
1602044,Least Concern
553653,Endangered
1602046,Least Concern
261091,Data Deficient
1602047,Vulnerable
1602048,Least Concern
1602049,Data Deficient
1602050,Vulnerable
1602051,Endangered
1602053,Endangered
1602031,Least Concern
270107,Vulnerable
270108,Least Concern
1602066,Near Threatened
449388,Endangered
2234022,Endangered
526880,Endangered
1341131,Near Threatened
1400417,Critically Endangered
2740125,Endangered
96739,Vulnerable
2661903,Endangered
1341130,Endangered
449389,Vulnerable
427908,Vulnerable
1401160,Endangered
1216930,Endangered
1401159,Critically Endangered
1401158,Critically Endangered
1322219,Critically Endangered
1488486,Endangered
2234023,Data Deficient
85209,Least Concern
1895282,Least Concern
1895281,Least Concern
169668,Least Concern
116116,Least Concern
2202394,Least Concern
103701,Least Concern
1895279,Data Deficient
2339243,Near Threatened
366612,Vulnerable
2967271,Least Concern
2967272,Least Concern
1655187,Data Deficient
1895280,Data Deficient
2249724,Endangered
990589,Least Concern
48456,Least Concern
91973,Least Concern
91970,Least Concern
186600,Least Concern
1240247,Least Concern
201387,Least Concern
1544894,Least Concern
39313,Least Concern
1240248,Least Concern
2516493,Data Deficient
1853235,Vulnerable
1853236,Endangered
1853237,Endangered
223761,Critically Endangered
1853238,Near Threatened
1853239,Near Threatened
1853240,Vulnerable
1853241,Vulnerable
1853242,Near Threatened
1853243,Endangered
1853244,Near Threatened
2306772,Vulnerable
1853245,Least Concern
69466,Least Concern
1853246,Vulnerable
1853247,Vulnerable
2990830,Endangered
1853248,Vulnerable
1853249,Vulnerable
1853250,Near Threatened
1853251,Vulnerable
2171960,Endangered
153750,Least Concern
128307,Least Concern
2016144,Least Concern
2016145,Critically Endangered
208336,Least Concern
994773,Near Threatened
2978628,Critically Endangered
38772,Critically Endangered
286003,Least Concern
1825980,Vulnerable
286002,Critically Endangered
38773,Vulnerable
434661,Least Concern
2100590,Least Concern
2837500,Least Concern
182306,Least Concern
2822548,Vulnerable
1504437,Vulnerable
1156111,Least Concern
189487,Least Concern
984269,Near Threatened
440540,Near Threatened
418812,Endangered
1365688,Least Concern
1215352,Vulnerable
752197,Least Concern
2485819,Critically Endangered
34290,Vulnerable
34283,Critically Endangered
3634,Least Concern
34276,Least Concern
34287,Vulnerable
1641373,Least Concern
34282,Vulnerable
34285,Endangered
34274,Data Deficient
3635,Vulnerable
34286,Near Threatened
34288,Endangered
34289,Endangered
34280,Vulnerable
34275,Endangered
29730,Endangered
34291,Endangered
34273,Endangered
34277,Vulnerable
34281,Endangered
34279,Data Deficient
34284,Critically Endangered
441366,Least Concern
39314,Least Concern
115654,Vulnerable
915434,Vulnerable
2057153,Near Threatened
187124,Near Threatened
327796,Least Concern
2935869,Least Concern
234070,Least Concern
1795551,Data Deficient
320551,Least Concern
191870,Least Concern
320550,Data Deficient
1819352,Least Concern
126289,Least Concern
394130,Vulnerable
1171367,Least Concern
311577,Data Deficient
311824,Least Concern
2055233,Least Concern
462318,Vulnerable
1469496,Endangered
2773506,Data Deficient
1322059,Endangered
1171368,Vulnerable
573974,Vulnerable
1825571,Endangered
1577714,Least Concern
1171369,Near Threatened
2461376,Data Deficient
451394,Near Threatened
116992,Least Concern
2654335,Critically Endangered
451423,Least Concern
2781416,Critically Endangered
381110,Least Concern
1325711,Vulnerable
412878,Vulnerable
1433369,Critically Endangered
2976658,Vulnerable
412800,Critically Endangered
427162,Near Threatened
1419883,Least Concern
485822,Least Concern
263256,Least Concern
1419885,Least Concern
1419886,Vulnerable
1419887,Least Concern
476980,Least Concern
1419888,Least Concern
2485831,Endangered
1419889,Least Concern
1419890,Least Concern
1419891,Least Concern
2303606,Least Concern
1419894,Least Concern
451441,Least Concern
555259,Least Concern
2765384,Vulnerable
589963,Least Concern
2765385,Vulnerable
117145,Near Threatened
473864,Least Concern
2724887,Least Concern
2767815,Critically Endangered
117146,Least Concern
255369,Least Concern
1426920,Least Concern
1753973,Least Concern
2767816,Vulnerable
1759690,Least Concern
2767817,Vulnerable
2767818,Least Concern
117147,Least Concern
2489340,Least Concern
117148,Least Concern
2765386,Endangered
1753974,Vulnerable
117149,Least Concern
1604838,Vulnerable
357697,Least Concern
117491,Endangered
117150,Least Concern
2767936,Vulnerable
117151,Least Concern
117164,Least Concern
117165,Least Concern
117168,Near Threatened
2767851,Vulnerable
1426922,Least Concern
255368,Near Threatened
2249209,Least Concern
117176,Least Concern
2767852,Near Threatened
265643,Least Concern
2767853,Endangered
2507071,Near Threatened
1389704,Least Concern
254541,Least Concern
99772,Near Threatened
330742,Near Threatened
882405,Data Deficient
274800,Least Concern
586823,Least Concern
1637780,Critically Endangered
1156762,Data Deficient
1609333,Least Concern
1118563,Least Concern
248140,Least Concern
372801,Least Concern
1379794,Least Concern
882835,Least Concern
143506,Least Concern
245699,Least Concern
270576,Least Concern
1156471,Least Concern
263097,Least Concern
1969143,Vulnerable
1578110,Least Concern
491753,Least Concern
491754,Least Concern
2816199,Least Concern
491755,Least Concern
248794,Least Concern
2781600,Least Concern
2012963,Least Concern
1806854,Least Concern
2900305,Vulnerable
83653,Least Concern
575542,Least Concern
575543,Least Concern
575545,Least Concern
575546,Data Deficient
182929,Least Concern
460203,Least Concern
460204,Least Concern
247538,Least Concern
247537,Least Concern
1463981,Least Concern
312382,Least Concern
2718677,Least Concern
143652,Least Concern
143661,Least Concern
1175493,Near Threatened
946262,Least Concern
8448,Least Concern
441556,Least Concern
441557,Least Concern
164542,Least Concern
168643,Least Concern
2563743,Least Concern
158842,Least Concern
61714,Least Concern
72940,Least Concern
2895332,Least Concern
266360,Least Concern
1580101,Near Threatened
1707637,Near Threatened
885609,Near Threatened
662589,Data Deficient
118864,Least Concern
118865,Least Concern
157391,Least Concern
2696334,Least Concern
1365844,Least Concern
202803,Least Concern
157379,Least Concern
1377905,Least Concern
202805,Least Concern
1531491,Least Concern
76205,Least Concern
1223622,Least Concern
221682,Least Concern
221700,Least Concern
51346,Least Concern
221698,Least Concern
221699,Least Concern
1452964,Vulnerable
33563,Vulnerable
33564,Endangered
33565,Near Threatened
33566,Vulnerable
8481,Least Concern
33567,Endangered
33568,Least Concern
33569,Vulnerable
33570,Least Concern
1969995,Endangered
33571,Least Concern
33572,Near Threatened
33573,Least Concern
224483,Endangered
299323,Vulnerable
438840,Least Concern
438418,Least Concern
307731,Least Concern
204382,Least Concern
1002785,Least Concern
2893190,Endangered
2136565,Vulnerable
2494303,Endangered
