taxid,status
1617951,Least Concern
482363,Least Concern
2691620,Least Concern
1996568,Least Concern
77059,Least Concern
312414,Least Concern
2756157,Least Concern
3027729,Least Concern
312415,Least Concern
77060,Least Concern
82564,Least Concern
8773,Least Concern
43153,Least Concern
336972,Least Concern
336974,Least Concern
99433,Least Concern
344357,Least Concern
344358,Least Concern
344359,Least Concern
344360,Least Concern
344362,Least Concern
344364,Least Concern
665679,Least Concern
239395,Endangered
2875623,Least Concern
130100,Near Threatened
130101,Least Concern
1407148,Least Concern
638501,Near Threatened
638502,Least Concern
196127,Near Threatened
2696648,Least Concern
2811416,Least Concern
862558,Least Concern
862586,Vulnerable
862589,Least Concern
862592,Least Concern
238532,Least Concern
862595,Least Concern
658163,Endangered
872127,Endangered
320567,Least Concern
41806,Vulnerable
1303000,Vulnerable
2306758,Vulnerable
2516466,Least Concern
2990751,Conservation Dependent
2304668,Least Concern
2656819,Conservation Dependent
2516469,Least Concern
566045,Least Concern
2707387,Least Concern
2707414,Least Concern
1620023,Least Concern
114187,Least Concern
3015673,Least Concern
876365,Least Concern
2707473,Least Concern
2707362,Least Concern
2707513,Least Concern
427666,Least Concern
371688,Data Deficient
371689,Least Concern
174827,Vulnerable
174776,Least Concern
174777,Least Concern
2039257,Least Concern
371683,Least Concern
371696,Least Concern
371687,Data Deficient
371691,Least Concern
371690,Least Concern
1334583,Data Deficient
371695,Least Concern
2039258,Least Concern
371684,Least Concern
371693,Least Concern
2185388,Data Deficient
1237191,Least Concern
2052966,Least Concern
1582371,Least Concern
100453,Least Concern
1582372,Least Concern
178123,Data Deficient
1954166,Least Concern
263974,Least Concern
631453,Least Concern
370901,Near Threatened
681415,Vulnerable
341986,Least Concern
2572415,Least Concern
2572416,Least Concern
2572417,Least Concern
2572418,Least Concern
370904,Vulnerable
341992,Endangered
341993,Least Concern
370905,Least Concern
370906,Endangered
2572425,Vulnerable
341998,Near Threatened
690731,Least Concern
690732,Least Concern
248958,Data Deficient
248959,Least Concern
248960,Least Concern
1869096,Data Deficient
248964,Data Deficient
1890216,Least Concern
248965,Data Deficient
248966,Least Concern
248980,Least Concern
248981,Data Deficient
1390627,Endangered
1088096,Critically Endangered
1088104,Critically Endangered
1088111,Critically Endangered
1088112,Critically Endangered
1088113,Critically Endangered
199392,Least Concern
153295,Least Concern
3072825,Least Concern
279958,Least Concern
88114,Least Concern
142467,Least Concern
287038,Least Concern
156540,Least Concern
374620,Least Concern
182904,Least Concern
71867,Vulnerable
692114,Vulnerable
2083447,Near Threatened
497982,Vulnerable
2875417,Least Concern
400067,Near Threatened
241862,Least Concern
287713,Least Concern
243926,Least Concern
243721,Least Concern
243720,Least Concern
1142163,Least Concern
337741,Least Concern
1080452,Data Deficient
1080453,Least Concern
2709347,Least Concern
1027340,Least Concern
2485717,Vulnerable
390465,Least Concern
1027341,Data Deficient
749473,Least Concern
912804,Critically Endangered
1686269,Least Concern
96612,Data Deficient
162665,Least Concern
327896,Least Concern
286574,Least Concern
568231,Vulnerable
213557,Least Concern
56219,Least Concern
666522,Least Concern
331523,Least Concern
2364408,Least Concern
666523,Least Concern
666523,Least Concern
2716776,Data Deficient
492034,Least Concern
1208430,Endangered
1208431,Endangered
288312,Least Concern
288248,Vulnerable
1208437,Critically Endangered
1208438,Vulnerable
1208439,Endangered
1208440,Least Concern
1208445,Endangered
545725,Least Concern
27602,Least Concern
33584,Vulnerable
9767,Least Concern
33556,Near Threatened
9768,Endangered
9769,Least Concern
255217,Data Deficient
9770,Vulnerable
2746895,Critically Endangered
1505909,Critically Endangered
2448442,Critically Endangered
292737,Least Concern
1505910,Endangered
1505911,Critically Endangered
115448,Least Concern
2860879,Critically Endangered
571348,Least Concern
886265,Least Concern
2487075,Least Concern
992647,Least Concern
2708724,Least Concern
214959,Least Concern
1118758,Least Concern
544656,Conservation Dependent
369627,Vulnerable
463802,Vulnerable
463801,Vulnerable
249010,Least Concern
933233,Near Threatened
55328,Near Threatened
365736,Vulnerable
1206918,Least Concern
1311448,Least Concern
1289986,Least Concern
407933,Least Concern
30414,Vulnerable
925459,Endangered
756416,Critically Endangered
2743212,Least Concern
549412,Endangered
174497,Least Concern
124388,Least Concern
2989139,Least Concern
77229,Least Concern
77229,Least Concern
648863,Least Concern
1962698,Least Concern
303685,Vulnerable
303686,Least Concern
480294,Vulnerable
303687,Near Threatened
425491,Least Concern
882781,Near Threatened
2769371,Least Concern
278173,Least Concern
1590157,Data Deficient
1879042,Vulnerable
1590162,Vulnerable
1590163,Least Concern
2720056,Near Threatened
155074,Least Concern
155073,Least Concern
2802401,Data Deficient
2802403,Data Deficient
3032244,Critically Endangered
3046934,Endangered
2752374,Least Concern
2382270,Least Concern
231462,Endangered
545727,Least Concern
547108,Data Deficient
224573,Least Concern
2592273,Data Deficient
3058091,Endangered
388974,Least Concern
1549772,Least Concern
9083,Least Concern
124850,Least Concern
312419,Least Concern
312420,Least Concern
312422,Endangered
312423,Least Concern
312425,Critically Endangered
69079,Least Concern
456472,Least Concern
456473,Least Concern
198733,Least Concern
1504020,Least Concern
1779173,Least Concern
887864,Data Deficient
548498,Near Threatened
548502,Vulnerable
548501,Least Concern
548499,Vulnerable
548500,Least Concern
754127,Least Concern
199756,Vulnerable
188586,Least Concern
1273591,Near Threatened
1273592,Critically Endangered
199875,Least Concern
1273593,Least Concern
1273594,Vulnerable
1273595,Least Concern
188587,Least Concern
188588,Vulnerable
199757,Least Concern
188589,Near Threatened
188590,Vulnerable
1273596,Vulnerable
188591,Endangered
302477,Least Concern
1273597,Vulnerable
199758,Vulnerable
1273598,Vulnerable
188592,Critically Endangered
1273599,Vulnerable
199760,Vulnerable
199761,Endangered
188613,Endangered
188593,Least Concern
199762,Least Concern
1273600,Least Concern
1273601,Vulnerable
199763,Vulnerable
488785,Near Threatened
188594,Vulnerable
1273602,Near Threatened
1273603,Vulnerable
1273604,Endangered
1273605,Near Threatened
83699,Critically Endangered
1273606,Least Concern
1273607,Least Concern
1273608,Endangered
199764,Least Concern
54935,Vulnerable
188595,Vulnerable
1273609,Least Concern
188596,Least Concern
188597,Vulnerable
199766,Least Concern
1273610,Vulnerable
188598,Least Concern
302478,Near Threatened
1273611,Vulnerable
1273612,Endangered
188614,Near Threatened
302476,Near Threatened
1273613,Least Concern
1273614,Critically Endangered
1273615,Near Threatened
1273618,Least Concern
199767,Endangered
188599,Near Threatened
199768,Near Threatened
524975,Near Threatened
1273619,Least Concern
199770,Near Threatened
1273620,Endangered
188600,Endangered
1273621,Endangered
199772,Least Concern
1273622,Endangered
1273623,Least Concern
199773,Near Threatened
199774,Near Threatened
199775,Vulnerable
199776,Vulnerable
1273625,Endangered
199777,Least Concern
188601,Least Concern
199778,Vulnerable
188602,Data Deficient
199779,Least Concern
188603,Vulnerable
1273626,Vulnerable
200825,Endangered
188604,Least Concern
199780,Endangered
1273628,Endangered
1273630,Vulnerable
1273631,Least Concern
535368,Least Concern
1273632,Least Concern
188605,Vulnerable
188606,Least Concern
1273635,Vulnerable
199781,Vulnerable
1273637,Endangered
199782,Endangered
199783,Vulnerable
199784,Least Concern
1273638,Vulnerable
1273639,Least Concern
1273640,Near Threatened
188607,Vulnerable
199786,Endangered
199787,Endangered
1273641,Vulnerable
1273642,Vulnerable
1273643,Endangered
1273644,Vulnerable
199788,Least Concern
1273645,Critically Endangered
199789,Vulnerable
1273646,Near Threatened
1273647,Vulnerable
1273648,Vulnerable
1273649,Vulnerable
188608,Vulnerable
1273650,Endangered
188609,Vulnerable
199790,Vulnerable
199791,Least Concern
1273651,Critically Endangered
1273652,Vulnerable
1273653,Endangered
199792,Vulnerable
199793,Vulnerable
188610,Least Concern
199794,Least Concern
1273654,Near Threatened
199795,Least Concern
188615,Vulnerable
188616,Least Concern
1273657,Vulnerable
1273658,Least Concern
199796,Endangered
188611,Vulnerable
199797,Vulnerable
188617,Endangered
488786,Least Concern
1273664,Least Concern
1273665,Least Concern
1273666,Least Concern
1273667,Near Threatened
1273670,Vulnerable
199799,Endangered
1273671,Vulnerable
1273674,Least Concern
188612,Least Concern
1273675,Least Concern
1273676,Near Threatened
199800,Critically Endangered
1273677,Vulnerable
199801,Vulnerable
199802,Vulnerable
1273678,Near Threatened
1273629,Vulnerable
391888,Vulnerable
744460,Vulnerable
1954512,Least Concern
2597339,Vulnerable
1249129,Least Concern
450045,Vulnerable
1323163,Least Concern
508983,Least Concern
2597341,Vulnerable
162666,Least Concern
1883384,Endangered
2708726,Least Concern
1249133,Endangered
1249134,Vulnerable
143050,Least Concern
2597342,Least Concern
149632,Least Concern
313914,Least Concern
1408212,Data Deficient
1408213,Data Deficient
1843798,Least Concern
1367209,Least Concern
2043221,Data Deficient
2590964,Least Concern
1459851,Least Concern
1532290,Data Deficient
1450141,Least Concern
1520937,Least Concern
50458,Data Deficient
50459,Least Concern
1720406,Least Concern
59449,Near Threatened
452650,Data Deficient
999320,Least Concern
187009,Least Concern
135647,Least Concern
1764110,Least Concern
341128,Least Concern
1482993,Least Concern
1482994,Least Concern
357282,Least Concern
334421,Least Concern
169262,Least Concern
48391,Least Concern
341236,Least Concern
643439,Least Concern
2893803,Least Concern
1678039,Least Concern
473656,Least Concern
473657,Least Concern
2826893,Near Threatened
1678040,Least Concern
1606549,Least Concern
1070153,Least Concern
1606550,Least Concern
999361,Least Concern
1070154,Endangered
1606551,Least Concern
2779248,Least Concern
582600,Least Concern
1606552,Least Concern
2779249,Least Concern
319323,Least Concern
2059559,Endangered
369640,Critically Endangered
643334,Vulnerable
443680,Least Concern
1821157,Least Concern
381606,Least Concern
1906136,Least Concern
493949,Near Threatened
903862,Critically Endangered
88660,Least Concern
877558,Near Threatened
877557,Endangered
425500,Least Concern
3065009,Least Concern
166734,Least Concern
2057082,Least Concern
467341,Least Concern
40830,Least Concern
2066427,Least Concern
117135,Endangered
1041399,Least Concern
101904,Least Concern
101867,Least Concern
2483067,Least Concern
101869,Critically Endangered
77795,Vulnerable
2002849,Least Concern
116033,Least Concern
117136,Data Deficient
77796,Near Threatened
1482995,Near Threatened
1482996,Least Concern
101871,Least Concern
118664,Least Concern
118662,Least Concern
117137,Least Concern
101874,Least Concern
118663,Least Concern
101906,Near Threatened
101868,Least Concern
101876,Vulnerable
117140,Near Threatened
2066430,Least Concern
4412,Least Concern
2529466,Data Deficient
857702,Least Concern
198510,Least Concern
209118,Least Concern
857704,Endangered
1867352,Vulnerable
882782,Least Concern
866766,Least Concern
1458411,Vulnerable
857722,Least Concern
857619,Least Concern
290742,Endangered
76652,Least Concern
310533,Data Deficient
290744,Endangered
634099,Least Concern
98680,Least Concern
2793655,Least Concern
2793656,Vulnerable
2793658,Least Concern
2511952,Least Concern
2579196,Endangered
2793660,Critically Endangered
2793661,Vulnerable
2579190,Near Threatened
2793662,Least Concern
2793663,Least Concern
2793668,Least Concern
2793669,Least Concern
2793676,Near Threatened
2793678,Least Concern
2579201,Endangered
2793691,Endangered
2793692,Least Concern
2793876,Least Concern
2793878,Least Concern
2793880,Least Concern
2793882,Endangered
2793883,Vulnerable
2579208,Least Concern
2579209,Least Concern
2579211,Endangered
2793888,Least Concern
2579212,Endangered
2793891,Endangered
2793894,Endangered
2579214,Endangered
2793895,Least Concern
2793897,Vulnerable
2793898,Least Concern
2579215,Least Concern
2579216,Least Concern
2793905,Vulnerable
2793907,Least Concern
1908396,Critically Endangered
2793910,Least Concern
2579220,Endangered
2579221,Endangered
2793921,Vulnerable
2579224,Vulnerable
2793924,Vulnerable
2793925,Least Concern
2793648,Endangered
2793927,Least Concern
2579227,Vulnerable
2579228,Vulnerable
2793932,Vulnerable
2793934,Near Threatened
2793936,Least Concern
2793937,Least Concern
1670840,Least Concern
2579231,Endangered
171758,Least Concern
309859,Least Concern
2743213,Least Concern
162669,Least Concern
132695,Endangered
289759,Least Concern
413265,Near Threatened
1090620,Least Concern
715747,Least Concern
79557,Least Concern
1382060,Least Concern
1085128,Least Concern
2044569,Least Concern
372690,Data Deficient
1085129,Least Concern
107821,Least Concern
343952,Least Concern
1264848,Least Concern
1264849,Least Concern
2283198,Vulnerable
312383,Endangered
1745015,Near Threatened
544958,Least Concern
279933,Least Concern
1570493,Vulnerable
1633037,Least Concern
1633038,Near Threatened
1633040,Near Threatened
491129,Least Concern
356263,Least Concern
2864258,Vulnerable
2864227,Least Concern
480179,Least Concern
326991,Data Deficient
2864274,Least Concern
1658249,Least Concern
2864259,Least Concern
176943,Least Concern
135162,Least Concern
1269205,Data Deficient
2726509,Least Concern
1874011,Vulnerable
1081945,Least Concern
713086,Least Concern
85526,Least Concern
873194,Least Concern
182927,Least Concern
873195,Least Concern
85531,Least Concern
873196,Least Concern
182906,Least Concern
1643406,Near Threatened
598662,Data Deficient
598663,Least Concern
2744917,Least Concern
2744918,Least Concern
161134,Least Concern
211978,Least Concern
52191,Least Concern
211979,Least Concern
451430,Least Concern
159941,Least Concern
458554,Least Concern
477288,Least Concern
477289,Least Concern
392506,Least Concern
48422,Least Concern
1387127,Least Concern
1386914,Near Threatened
55047,Least Concern
392507,Least Concern
446118,Near Threatened
2893804,Least Concern
2894845,Endangered
292651,Vulnerable
293161,Endangered
292655,Near Threatened
2894846,Endangered
2860814,Critically Endangered
2873432,Least Concern
2894847,Endangered
2894848,Least Concern
293162,Near Threatened
292738,Near Threatened
2894849,Critically Endangered
1311534,Least Concern
1843787,Data Deficient
1126213,Least Concern
1812863,Least Concern
181397,Least Concern
1465238,Endangered
488792,Critically Endangered
193151,Critically Endangered
904174,Critically Endangered
904175,Critically Endangered
698410,Critically Endangered
686919,Critically Endangered
288054,Least Concern
1890217,Data Deficient
337718,Least Concern
1925504,Data Deficient
337704,Least Concern
390466,Data Deficient
942423,Vulnerable
162671,Least Concern
106662,Vulnerable
330753,Data Deficient
405081,Least Concern
3074023,Least Concern
1074457,Least Concern
2726515,Least Concern
319449,Least Concern
2968232,Least Concern
1738851,Least Concern
2608414,Least Concern
882814,Least Concern
2100587,Data Deficient
882815,Least Concern
2053948,Least Concern
304079,Least Concern
1042431,Least Concern
1042432,Least Concern
2996725,Least Concern
1501136,Least Concern
586277,Least Concern
1104384,Data Deficient
1104385,Least Concern
463013,Endangered
390420,Least Concern
219385,Least Concern
27733,Least Concern
293468,Least Concern
293471,Least Concern
293470,Least Concern
293467,Least Concern
293469,Least Concern
130427,Least Concern
125851,Least Concern
2042707,Data Deficient
3064999,Least Concern
2420058,Least Concern
190106,Data Deficient
2890322,Least Concern
3064996,Least Concern
990560,Least Concern
487671,Least Concern
10171,Least Concern
10172,Least Concern
630648,Least Concern
630649,Least Concern
630650,Least Concern
863436,Least Concern
863437,Least Concern
1762058,Least Concern
1090891,Least Concern
166735,Least Concern
1156088,Least Concern
163632,Least Concern
515217,Least Concern
515216,Least Concern
863438,Data Deficient
863439,Least Concern
990561,Least Concern
1090892,Vulnerable
2698438,Least Concern
863440,Least Concern
863441,Least Concern
314015,Least Concern
466962,Least Concern
1459823,Least Concern
2578253,Least Concern
1814122,Least Concern
54994,Near Threatened
561508,Data Deficient
1414492,Least Concern
1684310,Vulnerable
150808,Least Concern
240807,Vulnerable
385530,Vulnerable
857502,Endangered
268467,Vulnerable
91705,Endangered
220392,Endangered
2834454,Least Concern
2650382,Least Concern
419017,Least Concern
864634,Data Deficient
864635,Data Deficient
85595,Least Concern
638792,Least Concern
2883979,Least Concern
638793,Least Concern
102865,Least Concern
168640,Least Concern
443631,Least Concern
1206983,Least Concern
3065003,Least Concern
206092,Least Concern
509754,Least Concern
1916734,Least Concern
2697116,Least Concern
3065007,Least Concern
509755,Least Concern
509756,Least Concern
2999693,Least Concern
2048722,Least Concern
3064990,Least Concern
341242,Data Deficient
458555,Vulnerable
341243,Least Concern
1213664,Least Concern
458556,Near Threatened
458557,Least Concern
2448485,Least Concern
298348,Least Concern
667114,Least Concern
458558,Endangered
341244,Least Concern
464742,Vulnerable
2448486,Least Concern
1154593,Least Concern
1075033,Least Concern
341245,Least Concern
464743,Least Concern
458559,Near Threatened
341246,Least Concern
458560,Least Concern
341247,Least Concern
667115,Least Concern
464744,Least Concern
341248,Least Concern
458561,Near Threatened
464745,Least Concern
1213666,Least Concern
658173,Least Concern
341249,Least Concern
464748,Least Concern
458562,Least Concern
464749,Data Deficient
392424,Near Threatened
1414470,Least Concern
557337,Near Threatened
2169489,Least Concern
341250,Least Concern
2448487,Near Threatened
341251,Least Concern
392425,Least Concern
693329,Least Concern
693331,Least Concern
1604603,Least Concern
2696651,Least Concern
172134,Least Concern
1126214,Least Concern
253866,Least Concern
61693,Least Concern
2003610,Data Deficient
279083,Data Deficient
2704968,Least Concern
2484685,Vulnerable
2704969,Vulnerable
492030,Least Concern
492031,Least Concern
443633,Least Concern
1916735,Least Concern
1263183,Least Concern
1405567,Least Concern
391202,Least Concern
392385,Least Concern
1112834,Least Concern
392384,Least Concern
392381,Least Concern
1002747,Least Concern
392386,Least Concern
392395,Least Concern
392382,Least Concern
392394,Least Concern
392392,Least Concern
392397,Least Concern
254444,Least Concern
392387,Least Concern
392396,Least Concern
392391,Least Concern
392393,Least Concern
272804,Least Concern
392389,Least Concern
392383,Near Threatened
392390,Least Concern
392388,Least Concern
241864,Least Concern
241865,Least Concern
2676061,Least Concern
234628,Least Concern
2219196,Data Deficient
349693,Least Concern
2219197,Least Concern
283045,Least Concern
37346,Least Concern
61628,Least Concern
79686,Least Concern
2872160,Least Concern
747529,Least Concern
1367086,Least Concern
2494522,Least Concern
159185,Least Concern
57543,Endangered
75486,Data Deficient
108083,Data Deficient
332573,Least Concern
75487,Least Concern
1141218,Data Deficient
75488,Data Deficient
1141219,Least Concern
294360,Least Concern
1141220,Data Deficient
458151,Least Concern
57544,Least Concern
75489,Vulnerable
75490,Data Deficient
1540817,Near Threatened
57546,Vulnerable
1234054,Vulnerable
57547,Vulnerable
424209,Near Threatened
48282,Least Concern
1463614,Least Concern
1463615,Least Concern
382305,Least Concern
157104,Vulnerable
156987,Endangered
156988,Vulnerable
156989,Vulnerable
156990,Endangered
215152,Least Concern
215153,Least Concern
215154,Least Concern
215155,Least Concern
2829531,Least Concern
299009,Least Concern
95566,Least Concern
1159117,Least Concern
2728566,Least Concern
42288,Least Concern
95565,Least Concern
299010,Least Concern
1446092,Near Threatened
162673,Least Concern
1608021,Vulnerable
1608022,Vulnerable
249033,Near Threatened
653048,Least Concern
204517,Least Concern
1227986,Least Concern
166014,Least Concern
1707761,Least Concern
1779198,Vulnerable
1835375,Least Concern
183789,Least Concern
653052,Endangered
1954513,Least Concern
653053,Vulnerable
397180,Least Concern
1123540,Least Concern
1707768,Least Concern
653055,Vulnerable
1475373,Least Concern
413686,Least Concern
20338,Least Concern
228520,Least Concern
653056,Least Concern
653057,Least Concern
1707769,Least Concern
653058,Least Concern
228525,Least Concern
653060,Vulnerable
228527,Least Concern
653061,Least Concern
1954517,Least Concern
1954518,Least Concern
350580,Least Concern
1227987,Least Concern
1288007,Least Concern
653064,Data Deficient
653065,Least Concern
653096,Least Concern
1954519,Least Concern
653067,Least Concern
653068,Least Concern
1707763,Endangered
653069,Least Concern
653071,Least Concern
653073,Least Concern
653075,Least Concern
653077,Least Concern
3806,Least Concern
653078,Least Concern
390785,Least Concern
653079,Least Concern
1227985,Least Concern
653081,Critically Endangered
1707765,Endangered
653084,Least Concern
653085,Least Concern
871993,Least Concern
204518,Least Concern
231278,Least Concern
167791,Least Concern
1155137,Vulnerable
143557,Endangered
1214526,Critically Endangered
1096139,Near Threatened
1214528,Endangered
385251,Endangered
1107396,Endangered
385252,Critically Endangered
385253,Endangered
942151,Near Threatened
385254,Endangered
221552,Near Threatened
1918601,Least Concern
1168628,Endangered
385573,Least Concern
2304022,Least Concern
215620,Least Concern
326576,Least Concern
2023135,Near Threatened
326577,Least Concern
70596,Least Concern
59527,Critically Endangered
1366409,Vulnerable
203837,Endangered
1366410,Endangered
1366411,Critically Endangered
1366412,Vulnerable
39518,Endangered
39519,Critically Endangered
1366414,Endangered
1366415,Vulnerable
2872190,Least Concern
1820302,Endangered
524970,Least Concern
1415625,Near Threatened
2559473,Vulnerable
2559474,Critically Endangered
131259,Vulnerable
511381,Data Deficient
100789,Least Concern
368345,Least Concern
278820,Vulnerable
1871475,Vulnerable
278795,Vulnerable
278796,Vulnerable
206112,Endangered
1250774,Endangered
238693,Endangered
238692,Endangered
238691,Endangered
238694,Vulnerable
300312,Critically Endangered
1979618,Near Threatened
198547,Near Threatened
234367,Least Concern
1406253,Vulnerable
234369,Endangered
694480,Vulnerable
1979642,Near Threatened
1979645,Endangered
199995,Vulnerable
198553,Endangered
1974352,Near Threatened
234375,Endangered
1406266,Endangered
200008,Vulnerable
2184942,Endangered
234380,Vulnerable
1684024,Endangered
1979676,Vulnerable
198561,Least Concern
1974357,Vulnerable
1684031,Vulnerable
234383,Least Concern
234384,Vulnerable
1974359,Vulnerable
1979694,Vulnerable
1406276,Endangered
234387,Vulnerable
198567,Critically Endangered
198428,Endangered
1974362,Endangered
169516,Least Concern
234388,Endangered
1979728,Vulnerable
1979738,Endangered
556939,Near Threatened
1958958,Endangered
2364035,Near Threatened
2708727,Endangered
1345219,Least Concern
702072,Endangered
1358781,Least Concern
1312776,Least Concern
2762684,Vulnerable
2708728,Vulnerable
2708729,Vulnerable
2708730,Endangered
1345220,Least Concern
1345221,Vulnerable
1619365,Least Concern
1345222,Least Concern
1609853,Least Concern
460772,Least Concern
2990759,Least Concern
1358783,Least Concern
1345223,Endangered
1603693,Least Concern
1317759,Vulnerable
1526287,Least Concern
1358785,Least Concern
1358786,Least Concern
128815,Least Concern
2708731,Least Concern
136108,Least Concern
2990760,Least Concern
263808,Vulnerable
3076244,Extinct
1619366,Least Concern
128598,Near Threatened
489013,Least Concern
2762686,Least Concern
1345225,Least Concern
684739,Least Concern
136109,Least Concern
128816,Vulnerable
1345233,Least Concern
136110,Least Concern
107631,Endangered
1312777,Least Concern
681416,Least Concern
1603694,Least Concern
1358791,Critically Endangered
128599,Least Concern
3076247,Least Concern
1358792,Least Concern
124810,Endangered
185357,Least Concern
329810,Least Concern
2945217,Endangered
190995,Least Concern
331419,Least Concern
329811,Near Threatened
2945218,Least Concern
329812,Data Deficient
551223,Least Concern
2847386,Least Concern
1759335,Least Concern
179938,Least Concern
2856323,Vulnerable
1678798,Data Deficient
412811,Data Deficient
2483758,Data Deficient
1678799,Vulnerable
2704383,Least Concern
634710,Least Concern
2760670,Least Concern
634711,Endangered
881195,Critically Endangered
634712,Critically Endangered
881196,Near Threatened
634713,Critically Endangered
634714,Critically Endangered
634715,Critically Endangered
500715,Near Threatened
634717,Data Deficient
634719,Least Concern
582524,Least Concern
582525,Least Concern
2968526,Least Concern
1536606,Least Concern
1897793,Least Concern
1897794,Least Concern
1311416,Least Concern
875785,Least Concern
96718,Least Concern
1041595,Least Concern
83702,Least Concern
1008368,Data Deficient
352819,Least Concern
1008369,Critically Endangered
1008367,Endangered
191228,Least Concern
191229,Least Concern
1131281,Near Threatened
423493,Least Concern
1843760,Least Concern
1170332,Least Concern
2806802,Least Concern
557975,Least Concern
454296,Least Concern
119876,Least Concern
454297,Least Concern
263274,Least Concern
641934,Least Concern
1821158,Least Concern
1156498,Least Concern
337743,Least Concern
100949,Data Deficient
129037,Least Concern
37292,Least Concern
1881167,Data Deficient
390404,Least Concern
327792,Least Concern
1108136,Least Concern
1387198,Least Concern
2708732,Least Concern
1317764,Vulnerable
313176,Least Concern
313178,Vulnerable
1243765,Critically Endangered
126335,Least Concern
1206913,Least Concern
1206914,Least Concern
1003164,Least Concern
390304,Least Concern
137433,Critically Endangered
137434,Near Threatened
137435,Vulnerable
137436,Critically Endangered
1410455,Vulnerable
1514669,Endangered
1514670,Endangered
1514671,Endangered
1514672,Endangered
446522,Endangered
1571009,Least Concern
2894860,Least Concern
244035,Least Concern
1938303,Least Concern
1259940,Least Concern
1938317,Least Concern
433385,Least Concern
1090477,Least Concern
885005,Least Concern
1154594,Least Concern
2735642,Endangered
2735643,Vulnerable
1154678,Vulnerable
1507366,Least Concern
1443564,Vulnerable
299336,Least Concern
158760,Least Concern
2768312,Data Deficient
499859,Least Concern
1219340,Least Concern
637950,Least Concern
637951,Least Concern
2759267,Least Concern
637952,Least Concern
637953,Least Concern
363172,Least Concern
125796,Least Concern
1197456,Least Concern
1069390,Least Concern
123335,Least Concern
154468,Vulnerable
145673,Endangered
74391,Least Concern
48742,Least Concern
2608848,Near Threatened
366033,Data Deficient
659592,Least Concern
258148,Vulnerable
1813917,Least Concern
258166,Least Concern
1813922,Least Concern
258169,Least Concern
2761039,Vulnerable
1112794,Least Concern
258176,Least Concern
2602242,Vulnerable
1433315,Critically Endangered
1720320,Least Concern
211974,Least Concern
2602245,Least Concern
258184,Least Concern
659594,Least Concern
1433318,Critically Endangered
2602260,Least Concern
1813940,Least Concern
258210,Least Concern
72168,Least Concern
1226760,Least Concern
992650,Least Concern
175841,Endangered
278077,Least Concern
885521,Least Concern
159030,Least Concern
130103,Least Concern
1959011,Least Concern
125025,Least Concern
1642475,Least Concern
1053607,Least Concern
2706140,Least Concern
2838337,Least Concern
2838339,Least Concern
1885022,Endangered
2838338,Least Concern
2838340,Least Concern
2602534,Least Concern
288037,Least Concern
859840,Least Concern
859841,Least Concern
859842,Least Concern
162680,Least Concern
162681,Least Concern
859844,Least Concern
508985,Least Concern
1317766,Critically Endangered
859845,Near Threatened
859846,Critically Endangered
859847,Vulnerable
859848,Vulnerable
859849,Endangered
859850,Endangered
1971651,Least Concern
2664500,Critically Endangered
446556,Least Concern
1123542,Least Concern
2743214,Least Concern
430518,Endangered
2907004,Least Concern
128815,Least Concern
93743,Least Concern
70266,Least Concern
1703753,Least Concern
294704,Least Concern
113247,Least Concern
85176,Least Concern
377272,Least Concern
1237401,Least Concern
242940,Least Concern
3645,Vulnerable
2603252,Critically Endangered
1623590,Least Concern
1125919,Least Concern
1623593,Least Concern
73949,Least Concern
1008956,Least Concern
1623594,Vulnerable
1317768,Least Concern
2708734,Least Concern
54827,Least Concern
595394,Least Concern
83759,Least Concern
1520771,Data Deficient
107241,Least Concern
182780,Least Concern
88663,Least Concern
337124,Least Concern
337132,Near Threatened
337139,Least Concern
45494,Vulnerable
1505710,Critically Endangered
794813,Data Deficient
1766684,Endangered
2050041,Endangered
2050040,Endangered
1384555,Data Deficient
209203,Endangered
209204,Least Concern
1384556,Endangered
1167462,Data Deficient
1384557,Data Deficient
1384558,Data Deficient
1384559,Least Concern
209206,Vulnerable
209207,Critically Endangered
209208,Endangered
209209,Endangered
209210,Critically Endangered
209211,Vulnerable
1384560,Data Deficient
2838910,Vulnerable
209212,Vulnerable
209213,Least Concern
1384561,Data Deficient
678866,Least Concern
1167460,Data Deficient
209214,Endangered
209215,Critically Endangered
1081679,Least Concern
2992074,Critically Endangered
274813,Endangered
1384562,Vulnerable
1384563,Data Deficient
209216,Least Concern
1384564,Data Deficient
1384565,Data Deficient
1384566,Vulnerable
1384567,Endangered
209217,Vulnerable
1384568,Endangered
1384569,Vulnerable
209218,Critically Endangered
209219,Least Concern
1384570,Data Deficient
1384571,Data Deficient
1384572,Critically Endangered
209220,Endangered
1384573,Endangered
209221,Endangered
209222,Near Threatened
209223,Least Concern
274817,Least Concern
209224,Data Deficient
1384574,Least Concern
1384575,Vulnerable
1384576,Endangered
209225,Critically Endangered
1384577,Endangered
209226,Vulnerable
209227,Critically Endangered
209228,Data Deficient
1384578,Endangered
158456,Vulnerable
1384579,Data Deficient
1384580,Data Deficient
1384581,Data Deficient
1384582,Endangered
209230,Endangered
678894,Vulnerable
209231,Data Deficient
209232,Endangered
1636722,Extinct
223568,Near Threatened
65621,Near Threatened
69259,Critically Endangered
135160,Endangered
21017,Least Concern
284673,Least Concern
1685979,Least Concern
